,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User
0,-0.5423,Sun Dec 24 21:43:10 +0000 2017,0.8,0.2,0.0,1,@BBC
1,-0.3182,Sun Dec 24 20:03:04 +0000 2017,0.909,0.091,0.0,2,@BBC
2,0.3182,Sun Dec 24 19:33:04 +0000 2017,0.881,0.0,0.119,3,@BBC
3,0.7845,Sun Dec 24 19:03:04 +0000 2017,0.622,0.0,0.378,4,@BBC
4,0.8655,Sun Dec 24 18:57:04 +0000 2017,0.508,0.0,0.492,5,@BBC
5,0.6369,Sun Dec 24 18:33:04 +0000 2017,0.811,0.0,0.189,6,@BBC
6,0.5859,Sun Dec 24 18:21:06 +0000 2017,0.858,0.0,0.142,7,@BBC
7,-0.6486,Sun Dec 24 18:18:37 +0000 2017,0.762,0.238,0.0,8,@BBC
8,0.7096,Sun Dec 24 17:32:03 +0000 2017,0.699,0.0,0.301,9,@BBC
9,0.8357,Sun Dec 24 16:48:03 +0000 2017,0.619,0.055,0.326,10,@BBC
10,-0.25,Sun Dec 24 16:29:50 +0000 2017,0.8,0.2,0.0,11,@BBC
11,0.0,Sun Dec 24 16:26:49 +0000 2017,1.0,0.0,0.0,12,@BBC
12,-0.3182,Sun Dec 24 16:00:01 +0000 2017,0.753,0.247,0.0,13,@BBC
13,-0.0516,Sun Dec 24 15:00:08 +0000 2017,0.625,0.194,0.181,14,@BBC
14,0.3182,Sun Dec 24 14:30:09 +0000 2017,0.859,0.0,0.141,15,@BBC
15,0.5423,Sun Dec 24 14:00:05 +0000 2017,0.622,0.105,0.273,16,@BBC
16,0.4404,Sun Dec 24 13:30:02 +0000 2017,0.847,0.0,0.153,17,@BBC
17,0.0,Sun Dec 24 12:35:04 +0000 2017,1.0,0.0,0.0,18,@BBC
18,-0.6588,Sun Dec 24 12:02:43 +0000 2017,0.827,0.173,0.0,19,@BBC
19,0.3818,Sun Dec 24 12:02:29 +0000 2017,0.843,0.0,0.157,20,@BBC
20,-0.5423,Sun Dec 24 21:43:10 +0000 2017,0.8,0.2,0.0,21,@BBC
21,-0.3182,Sun Dec 24 20:03:04 +0000 2017,0.909,0.091,0.0,22,@BBC
22,0.3182,Sun Dec 24 19:33:04 +0000 2017,0.881,0.0,0.119,23,@BBC
23,0.7845,Sun Dec 24 19:03:04 +0000 2017,0.622,0.0,0.378,24,@BBC
24,0.8655,Sun Dec 24 18:57:04 +0000 2017,0.508,0.0,0.492,25,@BBC
25,0.6369,Sun Dec 24 18:33:04 +0000 2017,0.811,0.0,0.189,26,@BBC
26,0.5859,Sun Dec 24 18:21:06 +0000 2017,0.858,0.0,0.142,27,@BBC
27,-0.6486,Sun Dec 24 18:18:37 +0000 2017,0.762,0.238,0.0,28,@BBC
28,0.7096,Sun Dec 24 17:32:03 +0000 2017,0.699,0.0,0.301,29,@BBC
29,0.8357,Sun Dec 24 16:48:03 +0000 2017,0.619,0.055,0.326,30,@BBC
30,-0.25,Sun Dec 24 16:29:50 +0000 2017,0.8,0.2,0.0,31,@BBC
31,0.0,Sun Dec 24 16:26:49 +0000 2017,1.0,0.0,0.0,32,@BBC
32,-0.3182,Sun Dec 24 16:00:01 +0000 2017,0.753,0.247,0.0,33,@BBC
33,-0.0516,Sun Dec 24 15:00:08 +0000 2017,0.625,0.194,0.181,34,@BBC
34,0.3182,Sun Dec 24 14:30:09 +0000 2017,0.859,0.0,0.141,35,@BBC
35,0.5423,Sun Dec 24 14:00:05 +0000 2017,0.622,0.105,0.273,36,@BBC
36,0.4404,Sun Dec 24 13:30:02 +0000 2017,0.847,0.0,0.153,37,@BBC
37,0.0,Sun Dec 24 12:35:04 +0000 2017,1.0,0.0,0.0,38,@BBC
38,-0.6588,Sun Dec 24 12:02:43 +0000 2017,0.827,0.173,0.0,39,@BBC
39,0.3818,Sun Dec 24 12:02:29 +0000 2017,0.843,0.0,0.157,40,@BBC
40,-0.5423,Sun Dec 24 21:43:10 +0000 2017,0.8,0.2,0.0,41,@BBC
41,-0.3182,Sun Dec 24 20:03:04 +0000 2017,0.909,0.091,0.0,42,@BBC
42,0.3182,Sun Dec 24 19:33:04 +0000 2017,0.881,0.0,0.119,43,@BBC
43,0.7845,Sun Dec 24 19:03:04 +0000 2017,0.622,0.0,0.378,44,@BBC
44,0.8655,Sun Dec 24 18:57:04 +0000 2017,0.508,0.0,0.492,45,@BBC
45,0.6369,Sun Dec 24 18:33:04 +0000 2017,0.811,0.0,0.189,46,@BBC
46,0.5859,Sun Dec 24 18:21:06 +0000 2017,0.858,0.0,0.142,47,@BBC
47,-0.6486,Sun Dec 24 18:18:37 +0000 2017,0.762,0.238,0.0,48,@BBC
48,0.7096,Sun Dec 24 17:32:03 +0000 2017,0.699,0.0,0.301,49,@BBC
49,0.8357,Sun Dec 24 16:48:03 +0000 2017,0.619,0.055,0.326,50,@BBC
50,-0.25,Sun Dec 24 16:29:50 +0000 2017,0.8,0.2,0.0,51,@BBC
51,0.0,Sun Dec 24 16:26:49 +0000 2017,1.0,0.0,0.0,52,@BBC
52,-0.3182,Sun Dec 24 16:00:01 +0000 2017,0.753,0.247,0.0,53,@BBC
53,-0.0516,Sun Dec 24 15:00:08 +0000 2017,0.625,0.194,0.181,54,@BBC
54,0.3182,Sun Dec 24 14:30:09 +0000 2017,0.859,0.0,0.141,55,@BBC
55,0.5423,Sun Dec 24 14:00:05 +0000 2017,0.622,0.105,0.273,56,@BBC
56,0.4404,Sun Dec 24 13:30:02 +0000 2017,0.847,0.0,0.153,57,@BBC
57,0.0,Sun Dec 24 12:35:04 +0000 2017,1.0,0.0,0.0,58,@BBC
58,-0.6588,Sun Dec 24 12:02:43 +0000 2017,0.827,0.173,0.0,59,@BBC
59,0.3818,Sun Dec 24 12:02:29 +0000 2017,0.843,0.0,0.157,60,@BBC
60,-0.5423,Sun Dec 24 21:43:10 +0000 2017,0.8,0.2,0.0,61,@BBC
61,-0.3182,Sun Dec 24 20:03:04 +0000 2017,0.909,0.091,0.0,62,@BBC
62,0.3182,Sun Dec 24 19:33:04 +0000 2017,0.881,0.0,0.119,63,@BBC
63,0.7845,Sun Dec 24 19:03:04 +0000 2017,0.622,0.0,0.378,64,@BBC
64,0.8655,Sun Dec 24 18:57:04 +0000 2017,0.508,0.0,0.492,65,@BBC
65,0.6369,Sun Dec 24 18:33:04 +0000 2017,0.811,0.0,0.189,66,@BBC
66,0.5859,Sun Dec 24 18:21:06 +0000 2017,0.858,0.0,0.142,67,@BBC
67,-0.6486,Sun Dec 24 18:18:37 +0000 2017,0.762,0.238,0.0,68,@BBC
68,0.7096,Sun Dec 24 17:32:03 +0000 2017,0.699,0.0,0.301,69,@BBC
69,0.8357,Sun Dec 24 16:48:03 +0000 2017,0.619,0.055,0.326,70,@BBC
70,-0.25,Sun Dec 24 16:29:50 +0000 2017,0.8,0.2,0.0,71,@BBC
71,0.0,Sun Dec 24 16:26:49 +0000 2017,1.0,0.0,0.0,72,@BBC
72,-0.3182,Sun Dec 24 16:00:01 +0000 2017,0.753,0.247,0.0,73,@BBC
73,-0.0516,Sun Dec 24 15:00:08 +0000 2017,0.625,0.194,0.181,74,@BBC
74,0.3182,Sun Dec 24 14:30:09 +0000 2017,0.859,0.0,0.141,75,@BBC
75,0.5423,Sun Dec 24 14:00:05 +0000 2017,0.622,0.105,0.273,76,@BBC
76,0.4404,Sun Dec 24 13:30:02 +0000 2017,0.847,0.0,0.153,77,@BBC
77,0.0,Sun Dec 24 12:35:04 +0000 2017,1.0,0.0,0.0,78,@BBC
78,-0.6588,Sun Dec 24 12:02:43 +0000 2017,0.827,0.173,0.0,79,@BBC
79,0.3818,Sun Dec 24 12:02:29 +0000 2017,0.843,0.0,0.157,80,@BBC
80,-0.5423,Sun Dec 24 21:43:10 +0000 2017,0.8,0.2,0.0,81,@BBC
81,-0.3182,Sun Dec 24 20:03:04 +0000 2017,0.909,0.091,0.0,82,@BBC
82,0.3182,Sun Dec 24 19:33:04 +0000 2017,0.881,0.0,0.119,83,@BBC
83,0.7845,Sun Dec 24 19:03:04 +0000 2017,0.622,0.0,0.378,84,@BBC
84,0.8655,Sun Dec 24 18:57:04 +0000 2017,0.508,0.0,0.492,85,@BBC
85,0.6369,Sun Dec 24 18:33:04 +0000 2017,0.811,0.0,0.189,86,@BBC
86,0.5859,Sun Dec 24 18:21:06 +0000 2017,0.858,0.0,0.142,87,@BBC
87,-0.6486,Sun Dec 24 18:18:37 +0000 2017,0.762,0.238,0.0,88,@BBC
88,0.7096,Sun Dec 24 17:32:03 +0000 2017,0.699,0.0,0.301,89,@BBC
89,0.8357,Sun Dec 24 16:48:03 +0000 2017,0.619,0.055,0.326,90,@BBC
90,-0.25,Sun Dec 24 16:29:50 +0000 2017,0.8,0.2,0.0,91,@BBC
91,0.0,Sun Dec 24 16:26:49 +0000 2017,1.0,0.0,0.0,92,@BBC
92,-0.3182,Sun Dec 24 16:00:01 +0000 2017,0.753,0.247,0.0,93,@BBC
93,-0.0516,Sun Dec 24 15:00:08 +0000 2017,0.625,0.194,0.181,94,@BBC
94,0.3182,Sun Dec 24 14:30:09 +0000 2017,0.859,0.0,0.141,95,@BBC
95,0.5423,Sun Dec 24 14:00:05 +0000 2017,0.622,0.105,0.273,96,@BBC
96,0.4404,Sun Dec 24 13:30:02 +0000 2017,0.847,0.0,0.153,97,@BBC
97,0.0,Sun Dec 24 12:35:04 +0000 2017,1.0,0.0,0.0,98,@BBC
98,-0.6588,Sun Dec 24 12:02:43 +0000 2017,0.827,0.173,0.0,99,@BBC
99,0.3818,Sun Dec 24 12:02:29 +0000 2017,0.843,0.0,0.157,100,@BBC
100,-0.2263,Mon Dec 25 00:48:24 +0000 2017,0.899,0.101,0.0,1,@CBS
101,0.7574,Sun Dec 24 20:40:42 +0000 2017,0.711,0.0,0.289,2,@CBS
102,0.7974,Sun Dec 24 14:17:43 +0000 2017,0.727,0.0,0.273,3,@CBS
103,0.0,Sun Dec 24 12:30:02 +0000 2017,1.0,0.0,0.0,4,@CBS
104,0.0,Sat Dec 23 16:21:17 +0000 2017,1.0,0.0,0.0,5,@CBS
105,0.8236,Sat Dec 23 15:00:02 +0000 2017,0.714,0.0,0.286,6,@CBS
106,0.7712,Sat Dec 23 12:37:04 +0000 2017,0.645,0.0,0.355,7,@CBS
107,0.743,Sat Dec 23 07:24:44 +0000 2017,0.583,0.107,0.311,8,@CBS
108,0.8687,Sat Dec 23 06:39:45 +0000 2017,0.635,0.0,0.365,9,@CBS
109,-0.1531,Sat Dec 23 01:38:37 +0000 2017,0.769,0.127,0.104,10,@CBS
110,0.9422,Sat Dec 23 00:39:52 +0000 2017,0.531,0.0,0.469,11,@CBS
111,0.6588,Fri Dec 22 19:35:35 +0000 2017,0.759,0.0,0.241,12,@CBS
112,0.6597,Fri Dec 22 18:03:20 +0000 2017,0.722,0.0,0.278,13,@CBS
113,0.5255,Fri Dec 22 14:04:52 +0000 2017,0.841,0.0,0.159,14,@CBS
114,0.8718,Thu Dec 21 12:04:04 +0000 2017,0.632,0.0,0.368,15,@CBS
115,0.6597,Thu Dec 21 01:04:27 +0000 2017,0.787,0.0,0.213,16,@CBS
116,0.3818,Wed Dec 20 23:00:04 +0000 2017,0.843,0.0,0.157,17,@CBS
117,0.743,Wed Dec 20 21:08:10 +0000 2017,0.751,0.0,0.249,18,@CBS
118,0.7222,Wed Dec 20 20:10:15 +0000 2017,0.719,0.0,0.281,19,@CBS
119,0.0,Wed Dec 20 19:31:47 +0000 2017,1.0,0.0,0.0,20,@CBS
120,-0.2263,Mon Dec 25 00:48:24 +0000 2017,0.899,0.101,0.0,21,@CBS
121,0.7574,Sun Dec 24 20:40:42 +0000 2017,0.711,0.0,0.289,22,@CBS
122,0.7974,Sun Dec 24 14:17:43 +0000 2017,0.727,0.0,0.273,23,@CBS
123,0.0,Sun Dec 24 12:30:02 +0000 2017,1.0,0.0,0.0,24,@CBS
124,0.0,Sat Dec 23 16:21:17 +0000 2017,1.0,0.0,0.0,25,@CBS
125,0.8236,Sat Dec 23 15:00:02 +0000 2017,0.714,0.0,0.286,26,@CBS
126,0.7712,Sat Dec 23 12:37:04 +0000 2017,0.645,0.0,0.355,27,@CBS
127,0.743,Sat Dec 23 07:24:44 +0000 2017,0.583,0.107,0.311,28,@CBS
128,0.8687,Sat Dec 23 06:39:45 +0000 2017,0.635,0.0,0.365,29,@CBS
129,-0.1531,Sat Dec 23 01:38:37 +0000 2017,0.769,0.127,0.104,30,@CBS
130,0.9422,Sat Dec 23 00:39:52 +0000 2017,0.531,0.0,0.469,31,@CBS
131,0.6588,Fri Dec 22 19:35:35 +0000 2017,0.759,0.0,0.241,32,@CBS
132,0.6597,Fri Dec 22 18:03:20 +0000 2017,0.722,0.0,0.278,33,@CBS
133,0.5255,Fri Dec 22 14:04:52 +0000 2017,0.841,0.0,0.159,34,@CBS
134,0.8718,Thu Dec 21 12:04:04 +0000 2017,0.632,0.0,0.368,35,@CBS
135,0.6597,Thu Dec 21 01:04:27 +0000 2017,0.787,0.0,0.213,36,@CBS
136,0.3818,Wed Dec 20 23:00:04 +0000 2017,0.843,0.0,0.157,37,@CBS
137,0.743,Wed Dec 20 21:08:10 +0000 2017,0.751,0.0,0.249,38,@CBS
138,0.7222,Wed Dec 20 20:10:15 +0000 2017,0.719,0.0,0.281,39,@CBS
139,0.0,Wed Dec 20 19:31:47 +0000 2017,1.0,0.0,0.0,40,@CBS
140,-0.2263,Mon Dec 25 00:48:24 +0000 2017,0.899,0.101,0.0,41,@CBS
141,0.7574,Sun Dec 24 20:40:42 +0000 2017,0.711,0.0,0.289,42,@CBS
142,0.7974,Sun Dec 24 14:17:43 +0000 2017,0.727,0.0,0.273,43,@CBS
143,0.0,Sun Dec 24 12:30:02 +0000 2017,1.0,0.0,0.0,44,@CBS
144,0.0,Sat Dec 23 16:21:17 +0000 2017,1.0,0.0,0.0,45,@CBS
145,0.8236,Sat Dec 23 15:00:02 +0000 2017,0.714,0.0,0.286,46,@CBS
146,0.7712,Sat Dec 23 12:37:04 +0000 2017,0.645,0.0,0.355,47,@CBS
147,0.743,Sat Dec 23 07:24:44 +0000 2017,0.583,0.107,0.311,48,@CBS
148,0.8687,Sat Dec 23 06:39:45 +0000 2017,0.635,0.0,0.365,49,@CBS
149,-0.1531,Sat Dec 23 01:38:37 +0000 2017,0.769,0.127,0.104,50,@CBS
150,0.9422,Sat Dec 23 00:39:52 +0000 2017,0.531,0.0,0.469,51,@CBS
151,0.6588,Fri Dec 22 19:35:35 +0000 2017,0.759,0.0,0.241,52,@CBS
152,0.6597,Fri Dec 22 18:03:20 +0000 2017,0.722,0.0,0.278,53,@CBS
153,0.5255,Fri Dec 22 14:04:52 +0000 2017,0.841,0.0,0.159,54,@CBS
154,0.8718,Thu Dec 21 12:04:04 +0000 2017,0.632,0.0,0.368,55,@CBS
155,0.6597,Thu Dec 21 01:04:27 +0000 2017,0.787,0.0,0.213,56,@CBS
156,0.3818,Wed Dec 20 23:00:04 +0000 2017,0.843,0.0,0.157,57,@CBS
157,0.743,Wed Dec 20 21:08:10 +0000 2017,0.751,0.0,0.249,58,@CBS
158,0.7222,Wed Dec 20 20:10:15 +0000 2017,0.719,0.0,0.281,59,@CBS
159,0.0,Wed Dec 20 19:31:47 +0000 2017,1.0,0.0,0.0,60,@CBS
160,-0.2263,Mon Dec 25 00:48:24 +0000 2017,0.899,0.101,0.0,61,@CBS
161,0.7574,Sun Dec 24 20:40:42 +0000 2017,0.711,0.0,0.289,62,@CBS
162,0.7974,Sun Dec 24 14:17:43 +0000 2017,0.727,0.0,0.273,63,@CBS
163,0.0,Sun Dec 24 12:30:02 +0000 2017,1.0,0.0,0.0,64,@CBS
164,0.0,Sat Dec 23 16:21:17 +0000 2017,1.0,0.0,0.0,65,@CBS
165,0.8236,Sat Dec 23 15:00:02 +0000 2017,0.714,0.0,0.286,66,@CBS
166,0.7712,Sat Dec 23 12:37:04 +0000 2017,0.645,0.0,0.355,67,@CBS
167,0.743,Sat Dec 23 07:24:44 +0000 2017,0.583,0.107,0.311,68,@CBS
168,0.8687,Sat Dec 23 06:39:45 +0000 2017,0.635,0.0,0.365,69,@CBS
169,-0.1531,Sat Dec 23 01:38:37 +0000 2017,0.769,0.127,0.104,70,@CBS
170,0.9422,Sat Dec 23 00:39:52 +0000 2017,0.531,0.0,0.469,71,@CBS
171,0.6588,Fri Dec 22 19:35:35 +0000 2017,0.759,0.0,0.241,72,@CBS
172,0.6597,Fri Dec 22 18:03:20 +0000 2017,0.722,0.0,0.278,73,@CBS
173,0.5255,Fri Dec 22 14:04:52 +0000 2017,0.841,0.0,0.159,74,@CBS
174,0.8718,Thu Dec 21 12:04:04 +0000 2017,0.632,0.0,0.368,75,@CBS
175,0.6597,Thu Dec 21 01:04:27 +0000 2017,0.787,0.0,0.213,76,@CBS
176,0.3818,Wed Dec 20 23:00:04 +0000 2017,0.843,0.0,0.157,77,@CBS
177,0.743,Wed Dec 20 21:08:10 +0000 2017,0.751,0.0,0.249,78,@CBS
178,0.7222,Wed Dec 20 20:10:15 +0000 2017,0.719,0.0,0.281,79,@CBS
179,0.0,Wed Dec 20 19:31:47 +0000 2017,1.0,0.0,0.0,80,@CBS
180,-0.2263,Mon Dec 25 00:48:24 +0000 2017,0.899,0.101,0.0,81,@CBS
181,0.7574,Sun Dec 24 20:40:42 +0000 2017,0.711,0.0,0.289,82,@CBS
182,0.7974,Sun Dec 24 14:17:43 +0000 2017,0.727,0.0,0.273,83,@CBS
183,0.0,Sun Dec 24 12:30:02 +0000 2017,1.0,0.0,0.0,84,@CBS
184,0.0,Sat Dec 23 16:21:17 +0000 2017,1.0,0.0,0.0,85,@CBS
185,0.8236,Sat Dec 23 15:00:02 +0000 2017,0.714,0.0,0.286,86,@CBS
186,0.7712,Sat Dec 23 12:37:04 +0000 2017,0.645,0.0,0.355,87,@CBS
187,0.743,Sat Dec 23 07:24:44 +0000 2017,0.583,0.107,0.311,88,@CBS
188,0.8687,Sat Dec 23 06:39:45 +0000 2017,0.635,0.0,0.365,89,@CBS
189,-0.1531,Sat Dec 23 01:38:37 +0000 2017,0.769,0.127,0.104,90,@CBS
190,0.9422,Sat Dec 23 00:39:52 +0000 2017,0.531,0.0,0.469,91,@CBS
191,0.6588,Fri Dec 22 19:35:35 +0000 2017,0.759,0.0,0.241,92,@CBS
192,0.6597,Fri Dec 22 18:03:20 +0000 2017,0.722,0.0,0.278,93,@CBS
193,0.5255,Fri Dec 22 14:04:52 +0000 2017,0.841,0.0,0.159,94,@CBS
194,0.8718,Thu Dec 21 12:04:04 +0000 2017,0.632,0.0,0.368,95,@CBS
195,0.6597,Thu Dec 21 01:04:27 +0000 2017,0.787,0.0,0.213,96,@CBS
196,0.3818,Wed Dec 20 23:00:04 +0000 2017,0.843,0.0,0.157,97,@CBS
197,0.743,Wed Dec 20 21:08:10 +0000 2017,0.751,0.0,0.249,98,@CBS
198,0.7222,Wed Dec 20 20:10:15 +0000 2017,0.719,0.0,0.281,99,@CBS
199,0.0,Wed Dec 20 19:31:47 +0000 2017,1.0,0.0,0.0,100,@CBS
200,0.875,Mon Dec 25 04:38:26 +0000 2017,0.375,0.0,0.625,1,@CNN
201,0.6705,Mon Dec 25 04:30:48 +0000 2017,0.533,0.111,0.356,2,@CNN
202,0.0,Mon Dec 25 04:23:41 +0000 2017,1.0,0.0,0.0,3,@CNN
203,0.0,Mon Dec 25 04:09:37 +0000 2017,1.0,0.0,0.0,4,@CNN
204,0.0,Mon Dec 25 04:00:21 +0000 2017,1.0,0.0,0.0,5,@CNN
205,-0.5994,Mon Dec 25 03:37:23 +0000 2017,0.738,0.262,0.0,6,@CNN
206,0.0,Mon Dec 25 03:30:12 +0000 2017,1.0,0.0,0.0,7,@CNN
207,0.0,Mon Dec 25 03:22:03 +0000 2017,1.0,0.0,0.0,8,@CNN
208,-0.765,Mon Dec 25 03:11:06 +0000 2017,0.613,0.325,0.061,9,@CNN
209,-0.7947,Mon Dec 25 03:00:15 +0000 2017,0.665,0.335,0.0,10,@CNN
210,0.0,Mon Dec 25 02:31:29 +0000 2017,1.0,0.0,0.0,11,@CNN
211,0.25,Mon Dec 25 02:10:33 +0000 2017,0.833,0.0,0.167,12,@CNN
212,0.0,Mon Dec 25 02:00:28 +0000 2017,1.0,0.0,0.0,13,@CNN
213,0.0,Mon Dec 25 01:52:03 +0000 2017,1.0,0.0,0.0,14,@CNN
214,0.0,Mon Dec 25 01:49:14 +0000 2017,1.0,0.0,0.0,15,@CNN
215,0.0,Mon Dec 25 01:37:01 +0000 2017,1.0,0.0,0.0,16,@CNN
216,0.0,Mon Dec 25 01:30:16 +0000 2017,1.0,0.0,0.0,17,@CNN
217,0.0,Mon Dec 25 01:23:06 +0000 2017,1.0,0.0,0.0,18,@CNN
218,-0.2732,Mon Dec 25 01:13:41 +0000 2017,0.811,0.189,0.0,19,@CNN
219,0.0,Mon Dec 25 01:01:11 +0000 2017,1.0,0.0,0.0,20,@CNN
220,0.875,Mon Dec 25 04:38:26 +0000 2017,0.375,0.0,0.625,21,@CNN
221,0.6705,Mon Dec 25 04:30:48 +0000 2017,0.533,0.111,0.356,22,@CNN
222,0.0,Mon Dec 25 04:23:41 +0000 2017,1.0,0.0,0.0,23,@CNN
223,0.0,Mon Dec 25 04:09:37 +0000 2017,1.0,0.0,0.0,24,@CNN
224,0.0,Mon Dec 25 04:00:21 +0000 2017,1.0,0.0,0.0,25,@CNN
225,-0.5994,Mon Dec 25 03:37:23 +0000 2017,0.738,0.262,0.0,26,@CNN
226,0.0,Mon Dec 25 03:30:12 +0000 2017,1.0,0.0,0.0,27,@CNN
227,0.0,Mon Dec 25 03:22:03 +0000 2017,1.0,0.0,0.0,28,@CNN
228,-0.765,Mon Dec 25 03:11:06 +0000 2017,0.613,0.325,0.061,29,@CNN
229,-0.7947,Mon Dec 25 03:00:15 +0000 2017,0.665,0.335,0.0,30,@CNN
230,0.0,Mon Dec 25 02:31:29 +0000 2017,1.0,0.0,0.0,31,@CNN
231,0.25,Mon Dec 25 02:10:33 +0000 2017,0.833,0.0,0.167,32,@CNN
232,0.0,Mon Dec 25 02:00:28 +0000 2017,1.0,0.0,0.0,33,@CNN
233,0.0,Mon Dec 25 01:52:03 +0000 2017,1.0,0.0,0.0,34,@CNN
234,0.0,Mon Dec 25 01:49:14 +0000 2017,1.0,0.0,0.0,35,@CNN
235,0.0,Mon Dec 25 01:37:01 +0000 2017,1.0,0.0,0.0,36,@CNN
236,0.0,Mon Dec 25 01:30:16 +0000 2017,1.0,0.0,0.0,37,@CNN
237,0.0,Mon Dec 25 01:23:06 +0000 2017,1.0,0.0,0.0,38,@CNN
238,-0.2732,Mon Dec 25 01:13:41 +0000 2017,0.811,0.189,0.0,39,@CNN
239,0.0,Mon Dec 25 01:01:11 +0000 2017,1.0,0.0,0.0,40,@CNN
240,0.875,Mon Dec 25 04:38:26 +0000 2017,0.375,0.0,0.625,41,@CNN
241,0.6705,Mon Dec 25 04:30:48 +0000 2017,0.533,0.111,0.356,42,@CNN
242,0.0,Mon Dec 25 04:23:41 +0000 2017,1.0,0.0,0.0,43,@CNN
243,0.0,Mon Dec 25 04:09:37 +0000 2017,1.0,0.0,0.0,44,@CNN
244,0.0,Mon Dec 25 04:00:21 +0000 2017,1.0,0.0,0.0,45,@CNN
245,-0.5994,Mon Dec 25 03:37:23 +0000 2017,0.738,0.262,0.0,46,@CNN
246,0.0,Mon Dec 25 03:30:12 +0000 2017,1.0,0.0,0.0,47,@CNN
